content,sentiment
and other black activist censor on after,2
Me as a moderator at the,2
like Fox News need to be take out back,0
If men could become pregnant these answer would be different,0
Remember this when pick a president,0
I didnt watch the last night so today I get to wake up still like myself and humanity in general,0
Twitter declare the winner,1
After the its the only jam that seem appropriate,0
Caller on the Rush have lose all respect for Fox News,0
I Won Did You,2
Trump constantly look like try to push out a,0
The second presidential candidate Tweet of the,2
These imagine themselves in the Oval Office God help us all,0
I think the big problem this country have be be politically correct,2
Oh and the absolute disrespect of by the in the be DISGUSTING,0
Shame on make FIRST Primary Debate all about THEM THEY win lose,0
I love see the movie preview during the Will have see both in the next,2
The military be not a social experiment The purpose of the military be to kill people and break sa,1
Fact check for those just recover from last nights,0
Fox News try to dump the,2
This be more of an inquisition than it be a debate say Sen Graham about Fox News question at,0
Didnt like before the debate like him even less now,0
Keep try but it aint work saw through your focus group last night,0
Amazing Marco school on when life begin,1
The man who want to take on Russia and China cant even handle a few tough debate question by Kelly,0
Interesting stuff say FOX ask good question caller just now on talk radio say he lose respect for FOX,0
Dear If you grow up broker than everyone else then why do you hate the poor so much,0
VIDEO Frank focus group,1
run away with it,2
I be more commit than ever to support Democratic nominee thank to and any who even hesitate be not a D,1
not pretend the bar for be very high now Its somewhere between and syphilis,0
Sanders be a national treasure,1
Who A Hug,1
Rick Perry call plan aviation assets This be what happen when you wear glass to improve your,0
win st,1
After the world say put the bomb away these guy will destroy themselves,0
My this morning so who win the debate My Dad The do,0
with be more viral than the,2
I dont mind question but I dont like an ambush aim at take someone out of the ra,0
No one sum it up better than,1
Just one question at But we spend a half hour talk about fence,0
go from experiment on in mental to work for,0
Look your hero didnt even win the steak last night know what here,0
impress by classy inspire confidence trustworthiness Everyone saw her dominate happy hour,1
It must be awful live with the paranoid present at the These guy need therapy not public off,0
I hate the phrase I just cant but pretty close to feel that way about this God question,0
take note When @ justify his piggish attack on at the not man on,0
Here be another one Poor Frank be take a beat,0
This image best sum up my regard last nights,0
How everyone watch the last night felt after any of the give an answer to any question,0
prep whats come more Nasty,0
I dont know who win the debate but definitely win the award for best live tweet,1
I dont think ever see a bunch of so afraid of one woman as during last nights debate,2
The as theater web drama and reality via,2
spend night out with a rude rapper reality show queen claim to fame be a sex video,0
Fetus die in womb after No for you think you should carry it full term,0
get his clock clean last night Bye bye,0
The order be to take out Trump but I wonder if FOX News be the one who take the order seriously,2
Interview with Former Nurse on Scandal,2
Not one,0
the winner of the be,0
Let me help they want proof from Trump RE Illegal,0
My daughter just now Cant we watch CUPCAKE Me We be sweetie We be,2
GOOD POINT Wait til you hear him in a SERIOUS Debate,1
not mention tonight at income inequality minimum wage climate change vote right parental leave,0
This be the biggest show ever see Everybody on stage look like they get their ass kick in the th grade,0
If anyone think Bush be go to secure the border and stop sanctuary their smoke crack,0
about last night,2
Thought you do a good job articulate the issue,1
me @ every republican ever,2
Rush seem to think do a hit job on Trump,2
No substantive conversation about income inequality decline wag social security or race and a,0
Kelly Would you really let a mother die rather than have an abortion Are you freak me,0
Clown show,0
I think future will look back and call us for kill millions of baby ~,0
I think this may be a reference to SOME in the last night,2
As c nonprofit I legally cant do partisan demonize = morally,0
A colleague of mine hand out grade for last nights check it out,2
ignore million poor but didnt stop the from mention immigration and illegal as the real threat,0
so the debate for come down to who be the best insulter of size irrelevant do wha,0
have speak the,1
Bingo Wined and last plan,0
In show himself to be an alternative to Bush say,2
thing so far about be sit three row ahead of me,2
Its good that have their all over the debate last night otherwise their brand awareness might have suffer,0
show at the she have no biz be a moderator She be an interviewer and nothing else fail last night,0
THIS the most comment of the its more truthful than anything any candidate say,1
I learn that i cant watch the before bed,0
The best close statement be s i so agree,1
so Fox News also doesnt want Trump to be president,2
praise debate not so much,0
