ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('neutral', 0.395)",neutral,Fear,"('Fear', 0.43374236971003216)",Emptied bucket of water in hospital.
"('negative', 0.492)",negative,Sad,"('Sad', 0.2637348097266727)",When feigned sick leave from work.
"('positive', 0.945)",positive,Happy,"('Happy', 0.3756653857239678)",When get hug from someone love.
"('negative', 0.62)",negative,Fear,"('Fear', 0.38208648735725986)",was driving very fast on small road and met an oncoming car in right handed bend. The other driver was on his own side of the road and had to skid out of it to avoid collision. It was dark.
"('negative', 0.965)",negative,Angry,"('Angry', 0.6229824110683041)",My car had been towed away by the traffic police because it had been wrongly parked. However the sign had been put up only after had already parked.
"('negative', 0.433)",negative,Bored,"('Bored', 0.8068104510612134)",After an operation had to stay in bed for long time.
"('negative', 0.78)",negative,Angry,"('Angry', 0.2503547991327873)",was forced to stay in the canteen and eat the food that had not asked for but got it anyway.
"('negative', 0.804)",negative,Sad,"('Sad', 0.4729384178936661)",When did not buy what had promised to.
"('negative', 0.971)",negative,Fear,"('Fear', 0.3239552865164687)",By mistake took book from the library which was not supposed to be loaned out.
"('positive', 0.661)",positive,Excited,"('Excited', 0.42661331261339075)",When won an unexpected sum of money.
"('negative', 0.612)",negative,Sad,"('Sad', 0.460584775511003)",My year old daughter disappeared in moment of inattention; was responsible for her.
"('negative', 0.635)",negative,Sad,"('Sad', 0.32518850247300346)",colleague asked me for some advice and as he did not have enough confidence in me he asked third person.
"('negative', 0.809)",negative,Sad,"('Sad', 0.5550111054712714)","wanted to be pregnant and did not succeed, so was depressed at every menstruation."
"('negative', 0.872)",negative,Fear,"('Fear', 0.6728909393475513)","In warm bus full of people, someone vomited and the whole bus stank."
"('negative', 0.968)",negative,Angry,"('Angry', 0.35679495688085183)","complained about colleague's behaviour as she goes back on her word, is often absent and is irresponsible. found out that she was an alcoholic and was trying to fight againt her addiction."
"('negative', 0.522)",negative,Sad,"('Sad', 0.4595083480430357)",spoke to my mother on the phone. She had skin cancer and was waiting to be operated. forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing.
"('positive', 0.998)",positive,Happy,"('Happy', 0.43912977897895905)",When was at party met an old friend from an adult education course. We had not met for years but had both thought lot about each other. wonderful experience.Ã¡
"('negative', 0.944)",negative,Sad,"('Sad', 0.2689590949692101)","When was cycling through the park late one night, two people jumped out of the woods and tried to stop me. There were shouting something at the same time."
"('negative', 0.766)",negative,Angry,"('Angry', 0.3567181915447206)",When close relatives tried to dissuade me from studying Psychology because of its low status.
"('negative', 0.834)",negative,Sad,"('Sad', 0.5287006637209454)",had long discussion on politics with an acquaintance. He was more knowledgeable than me and failed to explain my point of view and was misunderstood so felt depressed and left.
"('negative', 0.649)",negative,Sad,"('Sad', 0.3152045357015981)",When read newspaper article on young girl who had been raped and assaulted one night by several men when she was unconscious.
"('negative', 0.844)",negative,Sad,"('Sad', 0.32368428147614026)",My mother revealed personal details about me and the negative aspects of my character to other people when was present but unable to defend myself.
"('negative', 0.703)",negative,Sad,"('Sad', 0.450827466773055)",was unfaithful to my partner once when he was working abroad for long period.
"('negative', 0.358)",negative,Fear,"('Fear', 0.24582645356205282)",When recently got an appartment in central Gottenburg.
"('positive', 0.598)",positive,Sad,"('Sad', 0.4635622131333432)",When saw large spider crawling up the wall.
"('negative', 0.893)",negative,Sad,"('Sad', 0.5000929460033917)",My employer took too many aspirins for bad back and also drank an enormous amount of spirit. This was dangerous and he did not understand that he had done anything wrong.
"('positive', 0.549)",positive,Sad,"('Sad', 0.3496973627309839)","When left New York, and all my family and my friends behind me."
"('positive', 0.665)",positive,Sad,"('Sad', 0.33369157837112956)",When slept with guy because my best friend wanted me to. He had never had intercourse with anyone and had terrible complex about it.
"('positive', 0.475)",positive,Sad,"('Sad', 0.5175316964283023)",When dated close girlfriend's boyfriend few times. He told me that it was over between them and accepted it. When she found out she finished our friendship.
"('positive', 0.878)",positive,Sad,"('Sad', 0.38280453762799865)","When broke off with my boyfriend after three years. It was quite unexpected for him and there was no particular reason for the break up, such as someone else."
"('positive', 0.964)",positive,Excited,"('Excited', 0.5105220818565652)",When my son returned from mountaineering healthy in body and soul.
"('negative', 0.653)",negative,Angry,"('Angry', 0.3847183994098706)",When one meets new people with whom one is forced to collaborate with.
"('negative', 0.933)",negative,Angry,"('Angry', 0.8503221704724034)",The sports fishermen who catch gulls instead of fish with their hooks. It is often mistake but it makes me angry.
"('negative', 0.919)",negative,Sad,"('Sad', 0.5847497731287641)",feel sad about an event can not influence.
"('negative', 0.963)",negative,Fear,"('Fear', 0.554100563273132)","When member of the family complains about the food that is served, it disgusts me."
"('negative', 0.865)",negative,Sad,"('Sad', 0.32560314270647694)",Cannot recall any incident when felt shame.]
"('negative', 0.663)",negative,Sad,"('Sad', 0.39079562549588437)",have chosen to put my son in private school were the examination marks are low. Every time that he gives me his term results am left with sense of guilt.
"('negative', 0.405)",negative,Sad,"('Sad', 0.3373134238368644)",When was informed that had been accepted as student of Psychology.
"('negative', 0.505)",negative,Sad,"('Sad', 0.34356673588540454)",When was in little fishing boat and we ran into hard weather in the open sea.
"('negative', 0.652)",negative,Fear,"('Fear', 0.2966731907819162)",When found out that the guy was dating at particular time had steady relationship going on with someone else for long time.
"('negative', 0.584)",negative,Sad,"('Sad', 0.8508996710427287)",felt sad and depressed when heard that our cat had died.
"('negative', 0.696)",negative,Fear,"('Fear', 0.34886254972480396)","When was working as nurse in mental hospital, patient ate up the contents of another patient's spitoon."
"('negative', 0.539)",negative,Fear,"('Fear', 0.514458892808032)","At primary school, when vomited in front of others in the middle of lesson."
"('negative', 0.864)",negative,Bored,"('Bored', 0.4520251787964531)",arrived an hour late for an important meeting had misunderstood the time).
"('neutral', 0.429)",neutral,Sad,"('Sad', 0.28995456546166465)",When was acceptted as student of psychology.
"('negative', 0.807)",negative,Sad,"('Sad', 0.3687898472876298)",When my son has pain in his leg (for no apparent reason).
"('positive', 0.626)",positive,Sad,"('Sad', 0.2784626417816678)","When, after week at school, teacher sent note home saying that my son was inattentive and unable to do his lessons."
"('negative', 0.782)",negative,Fear,"('Fear', 0.3005065526232988)",When thought that it was going to be impossible for me to start studying (due to wrong information from the student advisor).
"('negative', 0.53)",negative,Sad,"('Sad', 0.3272085923854192)","At certain person's lack of cleanliness, at home and personally."
"('negative', 0.893)",negative,Angry,"('Angry', 0.3839827721363011)","When made the same mistake that had accused someone else of, and this was obvious to third pereson."
"('negative', 0.679)",negative,Sad,"('Sad', 0.5314351855010335)",When lost something that was valuable to my sister.
"('positive', 0.948)",positive,Excited,"('Excited', 0.3630534565583334)",When my son was born.
"('negative', 0.813)",negative,Sad,"('Sad', 0.4176404048142772)",When nearly drowned in icy water wearing ice skates. It was difficult to get out.
"('negative', 0.81)",negative,Sad,"('Sad', 0.3320828568938178)",When was pointed out as problem child in primary school and my mother took the teacher's point of view.
"('negative', 0.905)",negative,Sad,"('Sad', 0.33868477589881796)",When was accused of neglecting work for the wrong reasons.
"('negative', 0.791)",negative,Angry,"('Angry', 0.3206509362525959)","My parents attitude towards each other when they should become reconciled, despite my father's long-time addiction."
"('negative', 0.552)",negative,Fear,"('Fear', 0.27200909714533633)",When was caught stealing money from my father.
"('positive', 0.515)",positive,Fear,"('Fear', 0.42959892089495033)",stole coconut cake from reception table and when put in my mouth realized that the host was watching me.
"('neutral', 0.374)",neutral,Sad,"('Sad', 0.222651350778024)","When after  months of national service was \downgraded\"" and Ã¡,did not have to do the remaining months."""
"('neutral', 0.434)",neutral,Fear,"('Fear', 0.3294520337586224)",When was reprimanded by the manager of the hotel where worked during Autumn .
"('negative', 0.737)",negative,Angry,"('Angry', 0.5106462231738325)",When my parents drove me to nearby place and went home immediately instead of waiting few hours. They could have easily waited.
"('positive', 0.602)",positive,Fear,"('Fear', 0.5170165003526085)",When my ex-girlfriend and discovered that there was certain risk of her being pregnant.
"('negative', 0.524)",negative,Fear,"('Fear', 0.3875521651606474)",When was about to clean the draining board and saw it looked underneath the sink (I live in students hostel).
