ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('neutral', 0.58)",neutral,Happy,"('Happy', 0.4726535121550514)",@__sugar oh no am always here ;) ;
"('positive', 0.581)",positive,Sad,"('Sad', 0.4126751267472185)",back from school. Ms Suhana's last day as our FT OCU was okay. I'm playing ALTNOY over and over again.
"('negative', 0.853)",negative,Angry,"('Angry', 0.3460461524398902)",poll was trying to get it to work in powerpoint to no avail.
"('negative', 0.735)",negative,Angry,"('Angry', 0.40557263133303206)","took math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs."
"('positive', 0.768)",positive,Sad,"('Sad', 0.6259376423282752)","omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but didnt get to go"
"('positive', 0.917)",positive,Sad,"('Sad', 0.45916343312882874)"," yeah, it's terrible cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
"('negative', 0.944)",negative,Bored,"('Bored', 0.32092415492143506)",Up late with nothin do.....
"('negative', 0.833)",negative,Fear,"('Fear', 0.6500110796617864)",think the vog is making me sicker than think. feeling slightly achy
"('negative', 0.529)",negative,Fear,"('Fear', 0.37837500069685404)"," was watching Harpers Island, lol... there was no vodka involved"
"('negative', 0.975)",negative,Angry,"('Angry', 0.3477827659714587)",am doing homework it sux big time maths is the worst!!!!!!
"('positive', 0.387)",positive,Happy,"('Happy', 0.25391795772309333)"," would have been better, IMO, if it let you play through all songs provided. just start to ;get it; and it blacks out."
"('negative', 0.745)",negative,Sad,"('Sad', 0.2555387501840347)",#wordsaftersex it never started...
"('negative', 0.424)",negative,Sad,"('Sad', 0.5608127744511375)",sometimes wish things could go back to the way they were the beginning of last summer
"('negative', 0.988)",negative,Angry,"('Angry', 0.48524046994231756)","downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
"('negative', 0.722)",negative,Sad,"('Sad', 0.25609572516064244)", Trudy's off Burnet...the one up north that no one goes to
"('positive', 0.625)",positive,Happy,"('Happy', 0.23287097873235466)"," feel the same way, but guess no matter where you are there will always be memes."
"('neutral', 0.564)",neutral,Excited,"('Excited', 0.34735363438498734)","Can`t do  minutes of Treadmill but done  minutes for today already, gonna do  minutes more"
"('negative', 0.942)",negative,Sad,"('Sad', 0.4412940283424997)",i'm sooooooooooooo confused
"('negative', 0.718)",negative,Sad,"('Sad', 0.2936698987553368)","With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths ; lost cause as well"
"('positive', 0.809)",positive,Bored,"('Bored', 0.4274259869749309)","Work day of ,"
"('positive', 0.664)",positive,Fear,"('Fear', 0.3160544953015841)",Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be - weeks
"('positive', 0.453)",positive,Sad,"('Sad', 0.3967232546329404)","looove guitars, and playing them. think they sound magnificent. If only was better... If only"
"('negative', 0.772)",negative,Sad,"('Sad', 0.3006505250964541)"," No refunds but they do retrieve accounts, takes like week. Just hoping the thief doesn't use hacks or then it's permaban"
"('negative', 0.56)",negative,Sad,"('Sad', 0.28369739659192084)", no im not cries LOL
"('positive', 0.709)",positive,Sad,"('Sad', 0.5284008919943236)",Cute Malay girl came to seemy room for rent sadly think it was for her guyfreind bit misleading and disappointing LOL
"('negative', 0.488)",negative,Excited,"('Excited', 0.39847848196964814)"," EpiCentre Wheelock Place,  units ; for tourists only. Starting today"
"('negative', 0.967)",negative,Fear,"('Fear', 0.4652517610226152)",hate the new mt dew commercial..the one with giant mosquito..it scares me and grosses me out all at the same time.
"('positive', 0.661)",positive,Sad,"('Sad', 0.2611199834180097)",Come on Knight... It's been well over hours
"('negative', 0.874)",negative,Bored,"('Bored', 0.4090974269107241)",not super keen on the drive home through the rain.. additional concentration required that don't really wanna deal with
"('negative', 0.441)",negative,Fear,"('Fear', 0.47862546903716285)", aw can't let me in on the secret!
"('neutral', 0.48)",neutral,Sad,"('Sad', 0.33226580265438965)"," Im sorry don't think stick out, at least compared to what used to look like."
"('negative', 0.875)",negative,Sad,"('Sad', 0.528402504416411)","no transport for church wont be making it, im crushed. Oh well, more time for assignments suppose. My throat really hurts ..."
"('negative', 0.927)",negative,Angry,"('Angry', 0.5701681163201284)","HATE when see pregnant women smokinggg!!!! its sooo irresponsible selfish! its saaad. ultimately, the baby is the one who suffers."
"('negative', 0.928)",negative,Angry,"('Angry', 0.4001080445400672)",Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
"('negative', 0.908)",negative,Angry,"('Angry', 0.779732243009247)",twittascope is NOT rocking my socks go away already!!
"('negative', 0.786)",negative,Sad,"('Sad', 0.46152334762956776)",Driving Back home because forgot the piece of cake for _era
"('negative', 0.589)",negative,Fear,"('Fear', 0.43753194898216846)", so tried jumping without the trampoline and its like thud* thud* shouldn't have eaten that cookie. 
"('negative', 0.811)",negative,Angry,"('Angry', 0.3405141168320794)","Everytime send an email to my coach, feel need to practice. shitty balls. Lol"
"('negative', 0.989)",negative,Angry,"('Angry', 0.7909318867098634)",It's pissing me off and not letting me follow ericka
"('negative', 0.672)",negative,Sad,"('Sad', 0.44185860526617043)",Is going to sleep not peaceful wanted to hear him say Good Night but that didn't happen Good Night everyone....
"('negative', 0.897)",negative,Sad,"('Sad', 0.5836652966130876)",my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. almost cried.
"('negative', 0.852)",negative,Sad,"('Sad', 0.4131324648580136)", was so close to the tacos...one spot too late
"('neutral', 0.558)",neutral,Excited,"('Excited', 0.2709699757012829)",_rockstar umm how bout em?..aint get see da game but see dey survived anotha game of da series due to notin but Lebron im guessin
"('negative', 0.961)",negative,Sad,"('Sad', 0.3997654208765739)",is thinking so much and i'm at work
"('negative', 0.64)",negative,Sad,"('Sad', 0.37380975753254)",have forgot the live with the Jonas Brothers on Facebook
"('negative', 0.774)",negative,Sad,"('Sad', 0.6096896502855773)",haven't seen Muffin in two whole days!
"('positive', 0.573)",positive,Sad,"('Sad', 0.4891047940810932)", i'll miss y'all back... give  my regards...
"('positive', 0.638)",positive,Fear,"('Fear', 0.33461779315000645)",my gap year is going so quick
"('negative', 0.904)",negative,Sad,"('Sad', 0.7612376358897112)","have to admit, I'm bit bummed out that wasn't with my friends walking today...."
"('positive', 0.884)",positive,Sad,"('Sad', 0.26590349750479103)", girl blunt is soooooooo in my thoughts right now. had an absolutly GREAT day with few stressors...come home
"('negative', 0.992)",negative,Angry,"('Angry', 0.5289279426835107)",my twitter has been hacked again
"('negative', 0.778)",negative,Angry,"('Angry', 0.4354114030171435)",Just found mj mouse flats at DJs. Of course there are none left in my size
"('negative', 0.836)",negative,Sad,"('Sad', 0.35669909202979133)", wont have time to buy and need new binder pa
"('positive', 0.463)",positive,Fear,"('Fear', 0.3452175876472107)", hahaha well its try its so ugly
"('positive', 0.688)",positive,Sad,"('Sad', 0.31165226018653763)",#NAME?
"('negative', 0.591)",negative,Happy,"('Happy', 0.24914486155180646)"," don't even want to know WHY you know about VHEMT, but don't go we'd miss you"
"('positive', 0.663)",positive,Sad,"('Sad', 0.3475099424465576)", That's awesome! We have that this weekend too but can't go because I'm moving this Sat. should be lot of fun though
"('positive', 0.709)",positive,Bored,"('Bored', 0.4973342979114667)",night night twitter world. [still cant believe the thomas thing tomorrow's gunna be FUN/SAD]
"('negative', 0.504)",negative,Sad,"('Sad', 0.39647608993686223)",_oats this is happening to me too
"('positive', 0.469)",positive,Sad,"('Sad', 0.4197090465785429)",_tah oh no. *hugs*
"('negative', 0.958)",negative,Sad,"('Sad', 0.5399886483208938)"," bored now because was talking to someone but now they're busy with something else just kinda bummer, idk"
"('negative', 0.573)",negative,Sad,"('Sad', 0.43900308209368344)", knoww things won't be the samee ;/
"('negative', 0.502)",negative,Bored,"('Bored', 0.6495293842778762)","OMG-ness it's : pm and need to beup early to set up my garage sale it starts am, wish said am. I'm beat."
"('negative', 0.931)",negative,Sad,"('Sad', 0.4119493890411307)", kno doooo!!!!!!!!!! yall partyin with out me
"('negative', 0.8)",negative,Sad,"('Sad', 0.3627625446248537)","Okay, so twitter suddenly changed, how do respond to messages now"
"('negative', 0.628)",negative,Sad,"('Sad', 0.3813754016017258)",ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.
"('negative', 0.795)",negative,Angry,"('Angry', 0.5329409482424232)",Decided that no matter how good my hair looks curly it doesn't justify the burn get from the curler! My hands covered suck at it!
"('negative', 0.95)",negative,Bored,"('Bored', 0.5874060594909496)",Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
"('positive', 0.368)",positive,Bored,"('Bored', 0.5401327324233686)", YEA GOTTA BE UP AT :
"('negative', 0.645)",negative,Angry,"('Angry', 0.34521622955874687)",hate when my bf beats da dogs. But guess that the only way to teach these pitts.
"('negative', 0.855)",negative,Sad,"('Sad', 0.5586247987581394)",sprained my ankle like really badly and tore some stuffs. it hurts! and its my birthday weekend
"('negative', 0.936)",negative,Sad,"('Sad', 0.5509218101534078)",can't believe the Metal Gear Solid song was stolen I'm so disappointed 
"('positive', 0.547)",positive,Angry,"('Angry', 0.48987462361844114)",think may have broke toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
"('negative', 0.559)",negative,Sad,"('Sad', 0.3718451140537941)","Not one sale done today at work. Explored balconies in the big theater coworkers. fun day, but void of chili fries and tips"
"('negative', 0.657)",negative,Bored,"('Bored', 0.2907062652846318)", wish had Left Dead. But first I'd need something to play it on...
"('positive', 0.723)",positive,Sad,"('Sad', 0.2724732348218463)", me too
"('positive', 0.906)",positive,Sad,"('Sad', 0.26414159379955826)", that story reminds of living in Portugal
"('negative', 0.721)",negative,Angry,"('Angry', 0.30986538286999304)"," youre diabetic? so is my dad. ; might be too, not sure. are you still allowed to eat sugar throughout the day?"
"('positive', 0.705)",positive,Angry,"('Angry', 0.4021001343653761)",spilled my beer all over my leg. Wasted half my beer. Home now. met cute girl. Good conversation.
"('negative', 0.516)",negative,Sad,"('Sad', 0.3033235730254168)",my roommate _tickle loves to ignore me
"('positive', 0.572)",positive,Happy,"('Happy', 0.2766663834954686)", I'll make him nachos tomorrow. Better than if he would have made them himself.
"('neutral', 0.376)",neutral,Bored,"('Bored', 0.32928146105125067)", yeahhh. ;dont judge my pillow
"('positive', 0.483)",positive,Bored,"('Bored', 0.7336323735986016)","Scary lightning and thunder I'm glad it's over now. Going to sleep, hope I'm not late to school tomorow again. Haha"
"('negative', 0.956)",negative,Sad,"('Sad', 0.5066113063596732)",my teeth and head hurts
"('negative', 0.546)",negative,Fear,"('Fear', 0.4260748923121991)",HATE rob zombie movies. ; the smell of weed. Vommmm.
"('negative', 0.523)",negative,Bored,"('Bored', 0.28580497514100545)"," Maths and Science were the strongest for me think..dunno bout geography, only did like day of study for / year of work!"
"('positive', 0.523)",positive,Bored,"('Bored', 0.3642356926529155)",Waiting in line tryst
"('positive', 0.71)",positive,Happy,"('Happy', 0.32492014172883643)",Hope get job cuz we need an apartment. I'm drunk ; miss my lil punkin TEHE!!!
"('negative', 0.69)",negative,Sad,"('Sad', 0.48289463393961013)",just got home! not wanting to read the last chaper of breaking dawn cause dont want it to beover
"('positive', 0.602)",positive,Bored,"('Bored', 0.8056545113760367)",need to be held... Gnite.
"('negative', 0.84)",negative,Fear,"('Fear', 0.40654398938616404)","Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
"('negative', 0.788)",negative,Sad,"('Sad', 0.8111221324366357)",no more arrested development. am sad.
"('negative', 0.605)",negative,Happy,"('Happy', 0.29816245149662873)",_xo wicked what time you leaving? how come you cant stay the night
"('positive', 0.615)",positive,Sad,"('Sad', 0.5215255250201664)",omg keep losing followers this is so sad want  one day....thats my goal ;D
"('negative', 0.861)",negative,Sad,"('Sad', 0.708048856429259)",feel so deflated. No more doggy.
"('neutral', 0.542)",neutral,Fear,"('Fear', 0.27775308158163653)",_rain wanna see her hair hows everyone?
"('negative', 0.951)",negative,Sad,"('Sad', 0.7294714666683623)","just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things have ever done in my life. , pictures are GONE."
"('positive', 0.96)",positive,Sad,"('Sad', 0.6622758481863987)",im contacting PAWS Philippines so can find ;tiger; new owner. im so sad. love my dog soo much
